    C2D             x              y 
83663      596319.250    3330996.250 
83664      596319.250    3330890.250 
83665      596372.312    3330943.250 
83666      596372.312    3331049.250 
83667      596425.312    3331102.250 
83668      596425.312    3330996.250 
83669      596478.375    3331049.250 
83670      596372.312    3330837.250 
83671      596425.312    3330890.250 
83672      596425.312    3330784.250 
83673      596478.375    3330837.250 
83674      596478.375    3330943.250 
83675      596531.375    3330996.250 
83676      596531.375    3330890.250 
83677      596584.438    3330943.250 
83678      596266.250    3331367.500 
83679      596319.250    3331420.500 
83680      596319.250    3331314.500 
83681      596372.312    3331367.500 
83682      596372.312    3331473.500 
83683      596425.312    3331526.750 
83684      596425.312    3331420.500 
83685      596478.375    3331473.500 
83686      596372.312    3331261.500 
83687      596425.312    3331314.500 
83688      596425.312    3331208.500 
83689      596478.375    3331261.500 
83690      596478.375    3331367.500 
83691      596531.375    3331420.500 
83692      596531.375    3331314.500 
83693      596584.438    3331367.500 
83694      596478.375    3331579.750 
83695      596531.375    3331632.750 
83696      596531.375    3331526.750 
83697      596584.438    3331579.750 
83698      596584.438    3331685.750 
83699      596637.438    3331738.750 
83700      596637.438    3331632.750 
83701      596690.500    3331685.750 
83702      596584.438    3331473.500 
83703      596637.438    3331526.750 
83704      596637.438    3331420.500 
83705      596690.500    3331473.500 
83706      596690.500    3331579.750 
83707      596743.562    3331632.750 
83708      596743.562    3331526.750 
83709      596796.562    3331579.750 
83710      596478.375    3331155.500 
83711      596531.375    3331208.500 
83712      596531.375    3331102.250 
83713      596584.438    3331155.500 
83714      596584.438    3331261.500 
83715      596637.438    3331314.500 
83716      596637.438    3331208.500 
83717      596690.500    3331261.500 
83718      596584.438    3331049.250 
83719      596637.438    3331102.250 
83720      596637.438    3330996.250 
83721      596690.500    3331049.250 
83722      596690.500    3331155.500 
83723      596743.562    3331208.500 
83724      596743.562    3331102.250 
83725      596796.562    3331155.500 
83726      596690.500    3331367.500 
83727      596743.562    3331420.500 
83728      596743.562    3331314.500 
83729      596796.562    3331367.500 
83730      596796.562    3331473.500 
83731      596849.625    3331526.750 
83732      596849.625    3331420.500 
83733      596902.625    3331473.500 
83734      596796.562    3331261.500 
83735      596849.625    3331314.500 
83736      596849.625    3331208.500 
83737      596902.625    3331261.500 
83738      596902.625    3331367.500 
83739      596955.688    3331420.500 
83740      596955.688    3331314.500 
83741      597008.688    3331367.500 
83781      596690.500    3332110.000 
83782      596584.438    3331897.750 
83783      596637.438    3331951.000 
83784      596637.438    3331844.750 
83785      596690.500    3331897.750 
83786      596690.500    3332004.000 
83787      596743.562    3332057.000 
83788      596743.562    3331951.000 
83789      596796.562    3332004.000 
83792      596743.562    3332163.000 
83793      596796.562    3332216.000 
83796      596849.625    3332269.000 
83797      596902.625    3332322.250 
83798      596796.562    3332110.000 
83799      596849.625    3332163.000 
83800      596849.625    3332057.000 
83801      596902.625    3332110.000 
83802      596902.625    3332216.000 
83803      596955.688    3332269.000 
83804      596955.688    3332163.000 
83805      597008.688    3332216.000 
83828      596955.688    3332375.250 
83829      597008.688    3332428.250 
83832      597061.750    3332481.250 
83833      597114.750    3332534.250 
83834      597008.688    3332322.250 
83835      597061.750    3332375.250 
83836      597061.750    3332269.000 
83837      597114.750    3332322.250 
83838      597167.812    3332428.250 
83841      597273.875    3332534.250 
83842      597379.938    3332640.250 
83843      596690.500    3331791.750 
83844      596743.562    3331844.750 
83845      596743.562    3331738.750 
83846      596796.562    3331791.750 
83847      596796.562    3331897.750 
83848      596849.625    3331951.000 
83849      596849.625    3331844.750 
83850      596902.625    3331897.750 
83851      596796.562    3331685.750 
