    C2D             x              y 
957        544453.000    3328397.750 
958        544877.250    3328822.000 
959        544877.250    3329670.500 
960        545301.500    3330094.750 
961        545301.500    3329246.250 
962        545725.750    3329670.500 
963        545725.750    3330519.000 
964        546150.062    3330943.250 
965        545937.938    3330094.750 
966        546150.062    3330306.750 
967        546150.062    3329882.500 
968        546362.188    3330094.750 
969        546362.188    3330519.000 
970        546574.312    3330731.250 
971        546574.312    3330306.750 
972        546786.438    3330519.000 
973        546574.312    3331367.500 
974        546998.562    3331791.750 
975        546786.438    3330943.250 
976        546998.562    3331155.500 
977        546998.562    3330731.250 
978        547210.688    3330943.250 
979        547422.812    3331367.500 
980        547422.812    3332216.000 
981        547847.125    3332640.250 
982        547847.125    3331791.750 
983        548271.375    3332216.000 
984        548271.375    3333064.500 
985        548695.625    3333488.750 
986        548695.625    3332640.250 
987        549119.875    3333064.500 
988        549119.875    3333913.000 
989        549544.188    3334337.500 
990        549544.188    3333488.750 
991        549968.438    3333913.000 
992        549968.438    3334761.750 
993        550392.688    3335186.000 
994        550392.688    3334337.500 
995        550816.938    3334761.750 
996        550816.938    3335610.250 
997        551241.188    3336034.500 
998        551241.188    3335186.000 
999        551665.500    3335610.250 
1000       551665.500    3336458.750 
1001       552089.750    3336883.000 
