    C2D             x              y 
10660      563597.875    3331261.500 
10661      563491.812    3331049.250 
10662      563544.875    3331102.250 
10663      563544.875    3330996.250 
10664      563597.875    3331049.250 
10665      563597.875    3331155.500 
10666      563650.938    3331208.500 
10667      563650.938    3331102.250 
10668      563704.000    3331155.500 
10669      563650.938    3331367.500 
10670      563757.000    3331473.500 
10671      563704.000    3331261.500 
10672      563757.000    3331314.500 
10673      563757.000    3331208.500 
10674      563810.062    3331261.500 
10675      563863.062    3331367.500 
10678      563757.000    3331685.750 
10679      563863.062    3331791.750 
10682      563969.125    3331897.750 
10683      564075.188    3332004.000 
10684      563863.062    3331579.750 
10685      563969.125    3331685.750 
10686      563969.125    3331473.500 
10687      564075.188    3331579.750 
10688      564075.188    3331791.750 
10689      564181.250    3331897.750 
10690      564181.250    3331685.750 
10691      564287.312    3331791.750 
10692      563597.875    3330943.250 
10693      563650.938    3330996.250 
10694      563650.938    3330890.250 
10695      563704.000    3330943.250 
10696      563704.000    3331049.250 
10697      563757.000    3331102.250 
10698      563757.000    3330996.250 
10699      563810.062    3331049.250 
10700      563704.000    3330837.250 
10701      563757.000    3330890.250 
10702      563757.000    3330784.250 
10703      563810.062    3330837.250 
10704      563810.062    3330943.250 
10705      563863.062    3330996.250 
10706      563863.062    3330890.250 
10707      563916.125    3330943.250 
10708      563810.062    3331155.500 
10709      563863.062    3331208.500 
10710      563863.062    3331102.250 
10711      563916.125    3331155.500 
10712      563916.125    3331261.500 
10713      563969.125    3331314.500 
10714      563969.125    3331208.500 
10715      564022.188    3331261.500 
10716      563916.125    3331049.250 
10717      563969.125    3331102.250 
10718      563969.125    3330996.250 
10719      564022.188    3331049.250 
10720      564022.188    3331155.500 
10721      564075.188    3331208.500 
10722      564075.188    3331102.250 
10723      564128.250    3331155.500 
10724      563810.062    3330731.250 
10725      563863.062    3330784.250 
10726      563863.062    3330678.000 
10727      563916.125    3330731.250 
10728      563916.125    3330837.250 
10729      563969.125    3330890.250 
10730      563969.125    3330784.250 
10731      564022.188    3330837.250 
10732      563916.125    3330625.000 
10733      563969.125    3330678.000 
10734      563969.125    3330572.000 
10735      564022.188    3330625.000 
10736      564022.188    3330731.250 
10737      564075.188    3330784.250 
10738      564075.188    3330678.000 
